# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	2364702	2365001	-	AJMLCG_02375	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CF66
contig_2	cds	2365098	2365544	+	AJMLCG_02376	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QSW1
contig_2	cds	2365626	2366525	-	AJMLCG_02377	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76407
contig_2	cds	2366931	2367248	+	AJMLCG_02378	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76406
contig_2	cds	2367717	2367935	+	AJMLCG_02379	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37057
contig_2	ncRNA	2368040	2368125	-	AJMLCG_02380	100.8	1.3e-15	-	-	-	RFAM:RF00112
contig_2	cds	2368208	2369569	-	AJMLCG_02381	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76403
contig_2	cds	2369716	2370048	-	AJMLCG_02382	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76402
contig_2	cds	2370239	2370961	-	AJMLCG_02383	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69228
contig_2	cds	2370958	2372361	-	AJMLCG_02384	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P30847
contig_2	cds	2372358	2373773	-	AJMLCG_02385	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P36554
contig_2	cds	2373774	2376851	-	AJMLCG_02386	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76399
contig_2	cds	2376852	2379974	-	AJMLCG_02387	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76398
contig_2	cds	2379974	2381221	-	AJMLCG_02388	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76397
contig_2	cds	2381391	2381537	-	AJMLCG_02389	85.5	3.1e-21	1.0	1.0	0.938	UniRef:UniRef90_A0A140NAI8
contig_2	ncRNA	2381485	2381627	-	AJMLCG_02390	142.1	3.5e-23	-	-	-	RFAM:RF00113
contig_2	sorf	2381500	2381556	+	AJMLCG_02391	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P608
contig_2	ncRNA	2381814	2381962	-	AJMLCG_02392	149.6	1.6e-24	-	-	-	RFAM:RF00113
contig_2	sorf	2381829	2381888	+	AJMLCG_02393	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P607
contig_2	cds	2382109	2382768	+	AJMLCG_02394	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76396
contig_2	cds	2382846	2383526	+	AJMLCG_02395	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76395
contig_2	cds	2383591	2384052	-	AJMLCG_02396	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76394
contig_2	cds	2384252	2386198	+	AJMLCG_02397	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76393
contig_2	cds	2386211	2387563	-	AJMLCG_02398	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P36928
contig_2	cds	2387697	2388545	+	AJMLCG_02399	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04395
contig_2	cds	2388654	2391971	-	AJMLCG_02400	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P38097
contig_2	cds	2392289	2392930	+	AJMLCG_02401	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8F4
contig_2	cds	2393022	2393603	+	AJMLCG_02402	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P28248
contig_2	cds	2393625	2395478	+	AJMLCG_02403	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P28249
contig_2	cds	2395752	2397335	-	AJMLCG_02404	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76389
contig_2	ncRNA-region	2397777	2397815	+	-	57.4	5.7e-12	-	-	-	RFAM:RF01707
contig_2	cds	2397994	2399133	+	AJMLCG_02405	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A930
contig_2	cds	2399139	2399582	+	AJMLCG_02406	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAB2
contig_2	cds	2399585	2401747	+	AJMLCG_02407	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76387
contig_2	cds	2401840	2402679	+	AJMLCG_02408	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P77414
contig_2	cds	2402682	2403170	+	AJMLCG_02409	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACC9
contig_2	cds	2403167	2404384	+	AJMLCG_02410	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71237
contig_2	cds	2404359	2405576	+	AJMLCG_02411	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71238
contig_2	cds	2405587	2406333	+	AJMLCG_02412	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71239
contig_2	cds	2406349	2406897	+	AJMLCG_02413	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACD2
contig_2	cds	2406923	2408044	+	AJMLCG_02414	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC88
contig_2	cds	2408047	2409012	+	AJMLCG_02415	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P32055
contig_2	cds	2409012	2409494	+	AJMLCG_02416	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P32056
contig_2	cds	2409491	2410714	+	AJMLCG_02417	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P32057
contig_2	cds	2410717	2412153	+	AJMLCG_02418	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P24174
contig_2	ncRNA-region	2412204	2412253	+	-	76.7	1.1e-13	-	-	-	RFAM:RF02929
contig_2	cds	2412258	2413628	+	AJMLCG_02419	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P24175
contig_2	cds	2413683	2415077	+	AJMLCG_02420	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71241
contig_2	cds	2415079	2416557	+	AJMLCG_02421	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P77377
contig_2	ncRNA	2416643	2416713	-	AJMLCG_02422	73.0	1.2e-10	-	-	-	RFAM:RF02564
contig_2	cds	2416833	2418113	+	AJMLCG_02423	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71242
contig_2	cds	2418110	2419330	+	AJMLCG_02424	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71243
contig_2	cds	2419341	2420735	+	AJMLCG_02425	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P71244
contig_2	cds	2420910	2421803	+	AJMLCG_02426	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAB6
contig_2	ncRNA-region	2422062	2422100	+	-	60.1	1.4e-12	-	-	-	RFAM:RF01707
contig_2	cds	2422176	2423261	+	AJMLCG_02427	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37759
contig_2	cds	2423261	2424160	+	AJMLCG_02428	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37760
contig_2	cds	2424218	2425099	+	AJMLCG_02429	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37744
contig_2	cds	2425099	2425656	+	AJMLCG_02430	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37745
contig_2	cds	2425653	2426900	+	AJMLCG_02431	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37746
contig_2	cds	2426908	2428011	+	AJMLCG_02432	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37747
contig_2	cds	2428011	2429177	+	AJMLCG_02433	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37748
contig_2	cds	2429180	2430172	+	AJMLCG_02434	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37749
contig_2	cds	2430153	2430743	+	AJMLCG_02435	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37750
contig_2	cds	2430728	2431846	+	AJMLCG_02436	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37751
contig_2	cds	2431848	2432321	+	AJMLCG_02437	310.0	2.9e-106	1.019	0.842	0.963	UniRef:UniRef90_UPI0024DEB0D8
contig_2	cds	2432362	2433342	+	AJMLCG_02438	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CE57
contig_2	cds	2433560	2433841	+	AJMLCG_02439	118.0	1.1e-32	0.957	0.832	0.618	UniRef:UniRef90_UPI002A36D80C
contig_2	cds	2433969	2435375	+	AJMLCG_02440	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P00350
contig_2	cds	2435624	2436790	+	AJMLCG_02441	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76373
contig_2	cds	2436936	2437916	+	AJMLCG_02442	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76372
contig_2	cds	2438012	2438623	-	AJMLCG_02443	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06989
contig_2	cds	2438617	2439393	-	AJMLCG_02444	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60664
contig_2	cds	2439375	2440112	-	AJMLCG_02445	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P10371
contig_2	cds	2440112	2440702	-	AJMLCG_02446	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60595
contig_2	cds	2440702	2441769	-	AJMLCG_02447	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06987
contig_2	cds	2441769	2442839	-	AJMLCG_02448	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06986
contig_2	cds	2442836	2444140	-	AJMLCG_02449	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06988
contig_2	cds	2444146	2445045	-	AJMLCG_02450	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60757
contig_2	ncRNA-region	2445092	2445215	-	-	131.7	5.7e-21	-	-	-	RFAM:RF00514
contig_2	sorf	2445191	2445241	-	AJMLCG_02451	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60995
contig_2	cds	2445524	2445775	+	AJMLCG_02452	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69346
contig_2	cds	2445772	2446026	+	AJMLCG_02453	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69348
contig_2	cds	2446109	2446933	+	AJMLCG_02454	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD12
contig_2	cds	2446958	2447908	+	AJMLCG_02455	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76369
contig_2	ncRNA	2447954	2448028	+	AJMLCG_02456	68.3	3.0e-09	-	-	-	RFAM:RF02074
contig_2	sorf	2448123	2448185	+	AJMLCG_02457	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P606
contig_2	cds	2448175	2449533	+	AJMLCG_02458	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA47
contig_2	cds	2449766	2450770	+	AJMLCG_02459	647.0	7.8e-234	1.0	0.928	0.982	UniRef:UniRef90_A0A9P2N079
contig_2	cds	2450784	2451011	+	AJMLCG_02460	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33014
contig_2	cds	2451054	2452481	-	AJMLCG_02461	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04995
contig_2	cds	2452690	2453856	+	AJMLCG_02462	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33013
contig_2	cds	2453975	2454448	+	AJMLCG_02463	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33012
contig_2	cds	2454646	2455704	+	AJMLCG_02464	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33011
contig_2	sorf	2455760	2455810	+	AJMLCG_02465	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DUW3
contig_2	cds	2455876	2456205	+	AJMLCG_02466	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8M6
contig_2	cds	2457103	2457297	-	AJMLCG_02467	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64526
contig_2	cds	2457294	2457668	-	AJMLCG_02468	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64524
contig_2	cds	2457757	2458125	-	AJMLCG_02469	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76364
contig_2	cds	2458199	2458420	-	AJMLCG_02470	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64521
contig_2	cds	2458483	2458929	-	AJMLCG_02471	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76362
contig_2	cds	2458926	2460458	-	AJMLCG_02472	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76361
contig_2	cds	2460579	2463698	-	AJMLCG_02473	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P39180
contig_2	ncRNA	2463719	2463922	-	AJMLCG_02474	252.7	1.5e-33	-	-	-	RFAM:RF00124
contig_2	cds	2464026	2464736	-	AJMLCG_02475	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76359
contig_2	cds	2465057	2465422	+	AJMLCG_02476	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C5W3
contig_2	cds	2465380	2466285	+	AJMLCG_02477	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C5W5
contig_2	cds	2466210	2466602	-	AJMLCG_02478	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76356
contig_2	sorf	2467163	2467252	+	AJMLCG_02479	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3MG11
contig_2	cds	2467952	2468932	+	AJMLCG_02480	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CE53
contig_2	cds	2469476	2470018	+	AJMLCG_02481	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE76
contig_2	cds	2470015	2470758	+	AJMLCG_02482	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P36561
contig_2	cds	2470770	2471849	+	AJMLCG_02483	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P36562
contig_2	cds	2471911	2472846	+	AJMLCG_02484	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P39176
contig_2	tRNA	2472902	2472977	-	AJMLCG_02485	79.7	-	-	-	-	-
contig_2	cds	2473304	2474221	+	AJMLCG_02486	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q47005
contig_2	cds	2474323	2475273	+	AJMLCG_02487	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q47083
contig_2	tRNA	2475311	2475386	-	AJMLCG_02488	79.7	-	-	-	-	-
contig_2	cds	2475580	2477034	+	AJMLCG_02489	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A023KZ53
contig_2	tRNA	2477135	2477210	+	AJMLCG_02490	79.7	-	-	-	-	-
contig_2	cds	2477663	2478379	-	AJMLCG_02491	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8A2
contig_2	cds	2478722	2480176	-	AJMLCG_02492	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE12
contig_2	cds	2480278	2481594	-	AJMLCG_02493	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76350
contig_2	cds	2481909	2482613	+	AJMLCG_02494	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76349
contig_2	cds	2483223	2490326	-	AJMLCG_02495	4418.0	0.0	0.998	1.0	0.996	UniRef:UniRef90_A0A793H677
contig_2	cds	2490340	2490489	-	AJMLCG_02496	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K3Y9A7
contig_2	tRNA	2490613	2490688	-	AJMLCG_02497	79.7	-	-	-	-	-
contig_2	cds	2490789	2491586	-	AJMLCG_02498	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76346
contig_2	tRNA	2491680	2491769	+	AJMLCG_02499	90.4	-	-	-	-	-
contig_2	cds	2492339	2492869	-	AJMLCG_02500	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76345
contig_2	cds	2493212	2493862	-	AJMLCG_02501	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76344
contig_2	cds	2494119	2494754	-	AJMLCG_02502	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76343
contig_2	cds	2494755	2495759	-	AJMLCG_02503	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76342
contig_2	cds	2495868	2496281	-	AJMLCG_02504	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76341
contig_2	cds	2496303	2497085	+	AJMLCG_02505	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76340
contig_2	cds	2497085	2498443	+	AJMLCG_02506	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76339
contig_2	cds	2498551	2499402	-	AJMLCG_02507	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31658
contig_2	cds	2499994	2500383	-	AJMLCG_02508	224.0	6.6e-74	0.837	0.964	1.0	UniRef:UniRef90_UPI00286F3BA7
contig_2	cds	2500389	2500481	-	AJMLCG_02509	-	-	-	-	-	-
contig_2	cds	2500701	2501186	-	AJMLCG_02510	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76335
contig_2	ncRNA	2501499	2501588	-	AJMLCG_02511	97.8	1.4e-13	-	-	-	RFAM:RF01401
contig_2	cds	2501816	2502118	+	AJMLCG_02512	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76334
contig_2	cds	2502158	2502853	+	AJMLCG_02513	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P46144
contig_2	cds	2502920	2504338	+	AJMLCG_02514	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AED9
contig_2	cds	2504319	2504789	+	AJMLCG_02515	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09184
contig_2	cds	2504778	2505698	-	AJMLCG_02516	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA70
contig_2	cds	2505871	2506788	+	AJMLCG_02517	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P46125
contig_2	cds	2506867	2507049	+	AJMLCG_02518	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64517
contig_2	cds	2507220	2508914	+	AJMLCG_02519	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76330
contig_2	cds	2508911	2509726	-	AJMLCG_02520	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76329
contig_2	ncRNA	2509924	2510010	+	AJMLCG_02521	102.5	1.4e-18	-	-	-	RFAM:RF00014
contig_2	cds	2510024	2510251	-	AJMLCG_02522	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64519
contig_2	cds	2510414	2510602	+	AJMLCG_02523	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEG8
contig_2	cds	2510646	2511269	-	AJMLCG_02524	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DMC9
contig_2	cds	2511559	2512344	-	AJMLCG_02525	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33135
contig_2	cds	2512352	2512621	-	AJMLCG_02526	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC07
contig_2	cds	2512631	2513368	-	AJMLCG_02527	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC05
contig_2	cds	2513368	2513733	-	AJMLCG_02528	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P22586
contig_2	cds	2513736	2514149	-	AJMLCG_02529	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P15070
contig_2	cds	2514146	2515150	-	AJMLCG_02530	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06974
contig_2	cds	2515155	2515619	-	AJMLCG_02531	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABX8
contig_2	cds	2515724	2516851	-	AJMLCG_02532	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P52614
contig_2	cds	2516848	2517291	-	AJMLCG_02533	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P52613
contig_2	cds	2517310	2518683	-	AJMLCG_02534	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P52612
contig_2	cds	2518683	2519369	-	AJMLCG_02535	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31068
contig_2	cds	2519362	2520357	-	AJMLCG_02536	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABZ1
contig_2	cds	2520350	2522008	-	AJMLCG_02537	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25798
contig_2	cds	2522223	2522537	+	AJMLCG_02538	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8T5
contig_2	cds	2522886	2523236	+	AJMLCG_02539	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76322
contig_2	cds	2523698	2523889	+	AJMLCG_02540	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A023LBD4
contig_2	cds	2524158	2524637	-	AJMLCG_02541	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76319
contig_2	cds	2524748	2525416	-	AJMLCG_02542	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76318
contig_2	cds	2525525	2525758	-	AJMLCG_02543	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA31
contig_2	cds	2525755	2526960	-	AJMLCG_02544	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31064
contig_2	cds	2527147	2527560	+	AJMLCG_02545	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31063
contig_2	cds	2527594	2529081	-	AJMLCG_02546	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26612
contig_2	cds	2529159	2529524	-	AJMLCG_02547	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABY2
contig_2	cds	2529524	2529934	-	AJMLCG_02548	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26608
contig_2	cds	2529959	2531365	-	AJMLCG_02549	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P24216
contig_2	cds	2531631	2533127	+	AJMLCG_02550	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04949
contig_2	ncRNA	2533192	2533233	-	AJMLCG_02551	43.0	2.0e-05	-	-	-	RFAM:RF02751
contig_2	cds	2533448	2534167	+	AJMLCG_02552	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEM6
contig_2	cds	2534213	2534764	+	AJMLCG_02553	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P52627
contig_2	cds	2534795	2535652	+	AJMLCG_02554	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEM9
contig_2	cds	2535757	2536743	+	AJMLCG_02555	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76316
contig_2	cds	2536758	2537426	+	AJMLCG_02556	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFT2
contig_2	cds	2537423	2538175	+	AJMLCG_02557	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37774
contig_2	cds	2538405	2539127	+	AJMLCG_02558	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07026
contig_2	cds	2539195	2539419	-	AJMLCG_02559	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD07
contig_2	cds	2539878	2540534	+	AJMLCG_02560	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AED5
contig_2	cds	2540531	2542363	+	AJMLCG_02561	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8G0
contig_2	cds	2542420	2542968	+	AJMLCG_02562	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABF8
contig_2	tRNA	2543120	2543195	+	AJMLCG_02563	88.4	-	-	-	-	-
contig_2	tRNA	2543250	2543323	+	AJMLCG_02564	63.0	-	-	-	-	-
contig_2	tRNA	2543336	2543422	+	AJMLCG_02565	71.7	-	-	-	-	-
contig_2	cds	2543618	2544283	+	AJMLCG_02566	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD05
contig_2	cds	2544345	2545556	-	AJMLCG_02567	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAD4
contig_2	cds	2545747	2545986	+	AJMLCG_02568	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P46887
contig_2	cds	2546024	2546521	-	AJMLCG_02569	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A998
contig_2	cds	2546692	2547015	-	AJMLCG_02570	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76308
contig_2	sorf	2547278	2547364	+	AJMLCG_02571	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P605
contig_2	cds	2547479	2547730	+	AJMLCG_02572	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD10
contig_2	cds	2547809	2548312	-	AJMLCG_02573	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9A2
contig_2	cds	2549109	2550098	+	AJMLCG_02574	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P02924
contig_2	cds	2550168	2551682	+	AJMLCG_02575	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAF3
contig_2	cds	2551697	2552683	+	AJMLCG_02576	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE26
contig_2	cds	2552850	2553650	+	AJMLCG_02577	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31678
contig_2	cds	2553625	2555049	+	AJMLCG_02578	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31677
contig_2	cds	2555056	2555484	-	AJMLCG_02579	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P46888
contig_2	cds	2555622	2555999	-	AJMLCG_02580	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C7S9X9
contig_2	cds	2556044	2556319	-	AJMLCG_02581	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C652
contig_2	cds	2557041	2557391	+	AJMLCG_02582	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8S9
contig_2	cds	2557394	2557972	+	AJMLCG_02583	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABY7
contig_2	cds	2558099	2558986	+	AJMLCG_02584	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09348
contig_2	cds	2558983	2559909	+	AJMLCG_02585	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AF06
contig_2	cds	2559914	2561878	+	AJMLCG_02586	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07363
contig_2	cds	2561899	2562402	+	AJMLCG_02587	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A964
contig_2	ncRNA	2562422	2562499	-	AJMLCG_02588	111.7	7.4e-19	-	-	-	RFAM:RF00116
contig_2	cds	2562547	2564208	+	AJMLCG_02589	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07017
contig_2	cds	2564254	2565855	+	AJMLCG_02590	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07018
contig_2	cds	2565874	2566734	+	AJMLCG_02591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07364
contig_2	cds	2566737	2567786	+	AJMLCG_02592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07330
contig_2	cds	2567801	2568190	+	AJMLCG_02593	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE67
contig_2	cds	2568201	2568845	+	AJMLCG_02594	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9H9
contig_2	cds	2569047	2570195	+	AJMLCG_02595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76299
contig_2	cds	2570188	2572266	+	AJMLCG_02596	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76298
contig_2	cds	2572266	2572658	+	AJMLCG_02597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76297
