#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	2486986	2488683	-	KDBBKD_13960	ypdA	two-component system sensor histidine kinase YpdA	COG:COG3275, COG:T, EC:2.7.13.3, GO:0000155, GO:0004673, GO:0005524, GO:0005886, GO:0007165, GO:0016021, GO:0031670, GO:0071555, RefSeq:WP_000544359.1, SO:0001217, UniParc:UPI000013BDAE, UniRef:UniRef100_P0AA94, UniRef:UniRef50_P0AA94, UniRef:UniRef90_P0AA94
contig_2	cds	2489059	2490297	+	KDBBKD_13965	alaC	alanine transaminase	COG:COG0436, COG:E, EC:2.6.1.-, EC:2.6.1.2, GO:0004021, GO:0005737, GO:0006523, GO:0008483, GO:0019272, GO:0030170, GO:0030632, KEGG:K14261, RefSeq:WP_000785931.1, SO:0001217, UniParc:UPI000013AE35, UniRef:UniRef100_P77434, UniRef:UniRef50_P77434, UniRef:UniRef90_P77434
contig_2	sorf	2490362	2490418	-	KDBBKD_13970	ypdK	membrane protein YpdK	RefSeq:WP_077818767.1, SO:0001217, UniParc:UPI000459F304, UniRef:UniRef100_W8SZQ6, UniRef:UniRef50_W8SZQ6, UniRef:UniRef90_W8SZQ6
contig_2	cds	2490789	2491709	-	KDBBKD_13975	lpxP	kdo(2)-lipid IV(A) palmitoleoyltransferase	COG:COG1560, COG:I, EC:2.3.1.242, GO:0005887, GO:0008951, GO:0009103, GO:0009245, GO:0009409, GO:0036104, RefSeq:WP_000484404.1, SO:0001217, UniParc:UPI0000129096, UniRef:UniRef100_P0ACV2, UniRef:UniRef50_P0ACV2, UniRef:UniRef90_P0ACV2
contig_2	cds	2492062	2492304	+	KDBBKD_13980	yfdY	Uncharacterized protein YfdY	GO:0005886, GO:0016021, RefSeq:WP_000609275.1, SO:0001217, UniParc:UPI000013AE34, UniRef:UniRef100_P76521, UniRef:UniRef50_P76521, UniRef:UniRef90_P76521
contig_2	cds	2492381	2492656	-	KDBBKD_13985	ypdI	colanic acid biosynthesis lipoprotein YpdI	GO:0005886, GO:0009242, RefSeq:WP_000867631.1, SO:0001217, UniParc:UPI000013BDB7, UniRef:UniRef100_O32528, UniRef:UniRef50_O32528, UniRef:UniRef90_O32528
contig_2	cds	2492952	2493587	+	KDBBKD_13990	yfdX	Protein YfdX	RefSeq:WP_000825600.1, SO:0001217, UniParc:UPI000013AE32, UniRef:UniRef100_P76520, UniRef:UniRef50_P76520, UniRef:UniRef90_P76520
contig_2	cds	2494100	2495350	+	KDBBKD_13995	frc	formyl-CoA transferase	COG:COG1804, COG:I, EC:2.8.3.16, GO:0033608, GO:0033611, KEGG:K07749, RefSeq:WP_000106759.1, SO:0001217, UniParc:UPI000013AE30, UniRef:UniRef100_A7ZPI2, UniRef:UniRef50_O06644, UniRef:UniRef90_Q8XBR7
contig_2	cds	2495404	2497098	+	KDBBKD_14000	oxc	oxalyl-CoA decarboxylase	COG:COG0028, COG:EH, EC:4.1.1.8, GO:0000287, GO:0001561, GO:0008949, GO:0030976, GO:0033611, GO:0042802, GO:0043531, GO:0071468, KEGG:K01577, RefSeq:WP_001283490.1, SO:0001217, UniParc:UPI0000130F5B, UniRef:UniRef100_P0AFI1, UniRef:UniRef50_P40149, UniRef:UniRef90_P0AFI1
contig_2	cds	2497168	2498112	+	KDBBKD_14005	yfdV	transporter YfdV	COG:COG0679, COG:R, GO:0005886, GO:0016021, GO:0055085, KEGG:K13936, RefSeq:WP_000955028.1, SO:0001217, UniParc:UPI000013AE2F, UniRef:UniRef100_P0AA51, UniRef:UniRef50_P0AA51, UniRef:UniRef90_P0AA51
contig_2	cds	2498186	2499331	+	KDBBKD_14010	yfdE	CoA:oxalate CoA-transferase	COG:COG1804, COG:I, EC:2.8.3.19, GO:0036412, RefSeq:WP_001296867.1, SO:0001217, UniParc:UPI000013AE24, UniRef:UniRef100_P76518, UniRef:UniRef50_A9X6P9, UniRef:UniRef90_P76518
contig_2	cds	2499387	2502980	-	KDBBKD_14015	evgS	acid-sensing system histidine kinase EvgS	COG:COG2198, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005829, GO:0005887, GO:0007165, GO:0010038, GO:0010447, GO:0030288, GO:0046777, RefSeq:WP_001326970.1, SO:0001217, UniParc:UPI000012A2A8, UniRef:UniRef100_P30855, UniRef:UniRef50_P30855, UniRef:UniRef90_P30855
contig_2	cds	2502985	2503599	-	KDBBKD_14020	evgA	acid-sensing system DNA-binding response regulator EvgA	COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_000991370.1, SO:0001217, UniParc:UPI000012A2A6, UniRef:UniRef100_P0ACZ6, UniRef:UniRef50_P0ACZ6, UniRef:UniRef90_P0ACZ6
contig_2	sorf	2503596	2503625	-	KDBBKD_14025	evgL	Protein EvgL	RefSeq:WP_211180503.1, SO:0001217, UniParc:UPI00107E63D8, UniRef:UniRef100_P0DSF9
contig_2	cds	2504015	2505178	+	KDBBKD_14030	emrK	multidrug efflux MFS transporter periplasmic adaptor subunit EmrK	COG:COG1566, COG:V, GO:0006974, GO:0015721, GO:0042910, GO:0046677, GO:0098567, GO:0140330, GO:1990281, GO:1990961, RefSeq:WP_000435167.1, SO:0001217, UniParc:UPI0000129EB2, UniRef:UniRef100_P52599, UniRef:UniRef50_P52599, UniRef:UniRef90_P52599
contig_2	cds	2505178	2506716	+	KDBBKD_14035	emrY	multidrug efflux MFS transporter permease subunit EmrY	COG:COG2814, COG:G, GO:0005886, GO:0005887, GO:0006974, GO:0015721, GO:0022857, GO:0046677, GO:0055085, GO:0098567, GO:0140330, GO:1990281, GO:1990961, KEGG:K07786, RefSeq:WP_001018714.1, SO:0001217, UniParc:UPI0000129EB3, UniRef:UniRef100_P52600, UniRef:UniRef50_P52600, UniRef:UniRef90_P52600
contig_2	cds	2506824	2508152	-	KDBBKD_14040	dsdA	D-serine ammonia-lyase	EC:4.3.1.18, GO:0008721, GO:0016836, GO:0030170, GO:0046416, KEGG:K01753, RefSeq:WP_000426427.1, SO:0001217, UniParc:UPI000013572A, UniRef:UniRef100_C4ZVQ3, UniRef:UniRef50_Q8FFF4, UniRef:UniRef90_Q8FFF4
contig_2	cds	2508170	2509507	-	KDBBKD_14045	dsdX	D-serine transporter DsdX	GO:0015128, GO:0016020, KEGG:K13629, RefSeq:WP_000556048.1, SO:0001217, UniParc:UPI00001298FF, UniRef:UniRef100_P08555, UniRef:UniRef50_A0A0H2VAP9, UniRef:UniRef90_A0A0H2VAP9
contig_2	cds	2509725	2510660	+	KDBBKD_14050	dsdC	DNA-binding transcriptional regulator DsdC	COG:COG0583, COG:K, GO:0003700, GO:0006351, GO:0043565, KEGG:K13636, RefSeq:WP_001326971.1, SO:0001217, UniParc:UPI00001298FE, UniRef:UniRef100_P46068, UniRef:UniRef50_P46068, UniRef:UniRef90_P46068
contig_2	cds	2510844	2511044	-	KDBBKD_14055	torI	response regulator inhibitor TorI	COG:COG3311, COG:KX, GO:0003677, GO:0006310, GO:0032359, RefSeq:WP_001163428.1, SO:0001217, UniParc:UPI000009B0A9, UniRef:UniRef100_Q2EES9, UniRef:UniRef50_Q2EES9, UniRef:UniRef90_Q2EES9
contig_2	cds	2511176	2511481	-	KDBBKD_14060	yfdT	Uncharacterized protein YfdT	RefSeq:WP_000206809.1, SO:0001217, UniParc:UPI000013AE2E, UniRef:UniRef100_P76516, UniRef:UniRef50_P76516, UniRef:UniRef90_P76516
contig_2	cds	2511481	2511843	-	KDBBKD_14065	yfdS	Uncharacterized protein YfdS	GO:0006979, RefSeq:WP_001242717.1, SO:0001217, UniParc:UPI000013AE2D, UniRef:UniRef100_P76515, UniRef:UniRef50_P76515, UniRef:UniRef90_P76515
contig_2	cds	2511834	2512370	-	KDBBKD_14070	yfdR	5'-deoxynucleotidase	COG:COG1896, COG:FR, EC:3.1.3.89, GO:0002953, GO:0050897, RefSeq:WP_000008183.1, SO:0001217, UniParc:UPI000013AE2C, UniRef:UniRef100_P76514, UniRef:UniRef50_P76514, UniRef:UniRef90_P76514
contig_2	cds	2512498	2513322	-	KDBBKD_14075	yfdQ	Uncharacterized protein YfdQ	COG:COG5532, COG:S, GO:0016032, RefSeq:WP_000081278.1, SO:0001217, UniParc:UPI000013AE2B, UniRef:UniRef100_P76513, UniRef:UniRef50_P76513, UniRef:UniRef90_P76513
contig_2	cds	2513388	2513750	-	KDBBKD_14080	yfdP	Uncharacterized protein YfdP	RefSeq:WP_000135673.1, SO:0001217, UniParc:UPI00001B5124, UniRef:UniRef100_P76512, UniRef:UniRef50_P76512, UniRef:UniRef90_P76512
contig_2	cds	2514108	2514476	+	KDBBKD_14085	yfdO	Protein YfdO	GO:0006979, RefSeq:WP_000128175.1, SO:0001217, UniParc:UPI000013AE29, UniRef:UniRef100_P0AD36, UniRef:UniRef50_P0AD36, UniRef:UniRef90_P0AD36
contig_2	cds	2514473	2514967	+	KDBBKD_14090	yfdN	Uncharacterized protein YfdN	RefSeq:WP_001393497.1, SO:0001217, UniParc:UPI000013AE28, UniRef:UniRef100_P76510, UniRef:UniRef50_P76510, UniRef:UniRef90_P76510
contig_2	cds	2514967	2515242	+	KDBBKD_14095	yfdM	phage N-6-adenine-methyltransferase	EC:2.1.1.-, GO:0003677, GO:0009007, GO:0016032, RefSeq:WP_000066913.1, SO:0001217, UniParc:UPI000013AE27, UniRef:UniRef100_P76509, UniRef:UniRef50_P76509, UniRef:UniRef90_P76509
contig_2	cds	2515208	2515810	+	KDBBKD_14100	yfdL	Putative uncharacterized protein YfdL	SO:0001217, UniRef:UniRef50_P76508, UniRef:UniRef90_P76508
contig_2	cds	2515837	2516277	+	KDBBKD_14105	yfdK	Uncharacterized protein YfdK	GO:0006979, RefSeq:WP_001106835.1, SO:0001217, UniParc:UPI000013AE25, UniRef:UniRef100_P77656, UniRef:UniRef50_P77656, UniRef:UniRef90_P77656
contig_2	cds	2516249	2516551	-	KDBBKD_14110	tfaS	Putative protein TfaS	SO:0001217, UniRef:UniRef50_P77326, UniRef:UniRef90_P77326
contig_2	cds	2516892	2518223	-	KDBBKD_14115	yfdI	Uncharacterized protein YfdI	GO:0005886, GO:0016021, RefSeq:WP_001030215.1, SO:0001217, UniParc:UPI0000047C74, UniRef:UniRef100_P76507, UniRef:UniRef50_P76507, UniRef:UniRef90_P76507
contig_2	cds	2518220	2518315	-	KDBBKD_14120		hypothetical protein	
contig_2	cds	2518468	2518743	+	KDBBKD_14125	tnp-IS1A	IS1 family IS1A transposase	GO:0006313, RefSeq:WP_000179213.1, SO:0001217, UniParc:UPI00000009E0, UniRef:UniRef100_P0C652, UniRef:UniRef50_P57998, UniRef:UniRef90_P0C652
contig_2	cds	2518788	2519165	+	KDBBKD_14130		IS1 family transposase	SO:0001217, UniParc:UPI000016F81C, UniRef:UniRef100_A0A854PGK7, UniRef:UniRef50_F4MJ39, UniRef:UniRef90_A0A854PGK7
contig_2	cds	2519159	2519818	-	KDBBKD_14135		glycosyltransferase family 2 protein	SO:0001217, UniRef:UniRef50_A0A658Z4B4, UniRef:UniRef90_UPI000FED55A2
contig_2	cds	2519864	2520730	-	KDBBKD_14140	tnp-IS3	IS3 family transposase	GO:0003677, GO:0006310, GO:0015074, GO:0032196, RefSeq:WP_000878218.1, SO:0001217, UniParc:UPI0000000F14, UniRef:UniRef100_P0CF79, UniRef:UniRef50_P0CF79, UniRef:UniRef90_P0CF79
contig_2	cds	2520727	2521026	-	KDBBKD_14145	tnp-IS3	IS3 family IS3 transposase	COG:COG2963, COG:X, GO:0003677, GO:0004803, GO:0006313, RefSeq:WP_000169527.1, SO:0001217, UniParc:UPI000005D12B, UniRef:UniRef100_P0CF66, UniRef:UniRef50_P0CF66, UniRef:UniRef90_P0CF66
contig_2	cds	2521089	2521178	-	KDBBKD_14150		Bactoprenol glucosyl transferase-like protein from prophage CPS-53	SO:0001217, UniRef:UniRef50_A0A381GPT2
contig_2	cds	2521690	2522847	-	KDBBKD_14155	intS	prophage integrase IntS	COG:COG0582, COG:LX, EC:2.7.7.-, EC:3.1.-.-, GO:0006310, GO:0015074, GO:0032359, GO:0042802, GO:0043565, GO:0044826, GO:0046718, GO:0075713, RefSeq:WP_000958671.1, SO:0001217, UniParc:UPI000012D703, UniRef:UniRef100_P37326, UniRef:UniRef50_P37326, UniRef:UniRef90_P37326
contig_2	tRNA	2523009	2523083	-	KDBBKD_14160	Arg_trna	tRNA-Arg(cct)	SO:0001036
contig_2	cds	2523159	2524091	-	KDBBKD_14165	yfdC	Inner membrane protein YfdC	COG:COG2116, COG:P, GO:0005887, GO:0015499, GO:0015724, KEGG:K21990, RefSeq:WP_000368140.1, SO:0001217, UniParc:UPI000013AE22, UniRef:UniRef100_P37327, UniRef:UniRef50_P37327, UniRef:UniRef90_P37327
contig_2	cds	2524385	2525140	+	KDBBKD_14170	mlaA	phospholipid-binding lipoprotein MlaA	COG:COG2853, COG:M, GO:0009279, KEGG:K04754, RefSeq:WP_000776765.1, SO:0001217, UniParc:UPI00001380B9, UniRef:UniRef100_P76506, UniRef:UniRef50_P76506, UniRef:UniRef90_P76506
contig_2	cds	2525322	2526380	-	KDBBKD_14175	yfdF	Uncharacterized protein YfdF	RefSeq:WP_000937788.1, SO:0001217, UniParc:UPI000003EB50, UniRef:UniRef100_P76505, UniRef:UniRef50_P76505, UniRef:UniRef90_P76505
contig_2	cds	2526746	2528086	-	KDBBKD_14180	fadL	long-chain fatty acid transporter FadL	COG:COG2067, COG:I, GO:0006869, GO:0009279, GO:0016021, KEGG:K06076, RefSeq:WP_001295701.1, SO:0001217, UniParc:UPI0000E8AB83, UniRef:UniRef100_P10384, UniRef:UniRef50_P10384, UniRef:UniRef90_P10384
contig_2	cds	2528458	2528742	+	KDBBKD_14185	yfcZ	UPF0381 protein YfcZ	COG:COG3691, COG:S, GO:0005829, RefSeq:WP_001296261.1, SO:0001217, UniParc:UPI000013AE1D, UniRef:UniRef100_P0AD34, UniRef:UniRef50_P0AD34, UniRef:UniRef90_P0AD34
contig_2	cds	2528923	2530233	+	KDBBKD_14190	fadI	acetyl-CoA C-acyltransferase FadI	COG:COG0183, COG:I, EC:2.3.1.16, GO:0003988, GO:0005737, GO:0006635, RefSeq:WP_000531952.1, SO:0001217, UniParc:UPI000013AE1C, UniRef:UniRef100_C4ZVN3, UniRef:UniRef50_A5F2P1, UniRef:UniRef90_Q8XCN9
contig_2	cds	2530233	2532377	+	KDBBKD_14195	fadJ	fatty acid oxidation complex subunit alpha FadJ	COG:COG1250, COG:I, GO:0003857, GO:0004300, GO:0005737, GO:0006635, GO:0008692, GO:0070403, RefSeq:WP_000426176.1, SO:0001217, UniParc:UPI000013AE1B, UniRef:UniRef100_C4ZVN2, UniRef:UniRef50_Q8ZNA7, UniRef:UniRef90_Q8XCP2
contig_2	cds	2532580	2533065	+	KDBBKD_14200	sixA	phosphohistidine phosphatase SixA	COG:COG2062, COG:T, EC:3.1.3.-, GO:0005737, GO:0016791, GO:0035971, GO:0070297, GO:0101006, RefSeq:WP_001195819.1, SO:0001217, UniParc:UPI00001359CD, UniRef:UniRef100_P76502, UniRef:UniRef50_P76502, UniRef:UniRef90_P76502
contig_2	cds	2533746	2534309	+	KDBBKD_14205	yfcV	Uncharacterized fimbrial-like protein YfcV	COG:COG3539, COG:N, GO:0007155, GO:0009289, GO:0043709, RefSeq:WP_000033316.1, SO:0001217, UniParc:UPI000013AE1A, UniRef:UniRef100_P77288, UniRef:UniRef50_P77288, UniRef:UniRef90_P77288
contig_2	cds	2534391	2536127	+	KDBBKD_14210		Fimbrial outer membrane usher protein StfC	SO:0001217, UniRef:UniRef50_A0A2X3JTA2, UniRef:UniRef90_A0A2X3JTA2
contig_2	cds	2536140	2537036	+	KDBBKD_14215		Fimbrial Usher family protein	SO:0001217, UniRef:UniRef50_I6CJY5, UniRef:UniRef90_I6CJY5
contig_2	cds	2537056	2537808	+	KDBBKD_14220	yfcS	putative fimbrial chaperone YfcS	COG:COG3121, COG:W, GO:0030288, GO:0061077, GO:0071555, KEGG:K12519, RefSeq:WP_001281606.1, SO:0001217, UniParc:UPI000013AE18, UniRef:UniRef100_P77599, UniRef:UniRef50_P77599, UniRef:UniRef90_P77599
contig_2	cds	2537808	2538320	+	KDBBKD_14225	yfcR	Uncharacterized fimbrial-like protein YfcR	COG:COG3539, COG:N, GO:0007155, GO:0009289, GO:0043709, RefSeq:WP_001311011.1, SO:0001217, UniParc:UPI000013AE17, UniRef:UniRef100_P76501, UniRef:UniRef50_P76501, UniRef:UniRef90_P76501
contig_2	cds	2538317	2538805	+	KDBBKD_14230	yfcQ	Uncharacterized fimbrial-like protein YfcQ	COG:COG3539, COG:N, GO:0007155, GO:0009289, GO:0043709, RefSeq:WP_001232541.1, SO:0001217, UniParc:UPI000013AE16, UniRef:UniRef100_P76500, UniRef:UniRef50_P76500, UniRef:UniRef90_P76500
contig_2	cds	2538802	2539341	+	KDBBKD_14235	yfcP	Uncharacterized fimbrial-like protein YfcP	COG:COG3539, COG:N, GO:0007155, GO:0009289, GO:0043709, RefSeq:WP_001043398.1, SO:0001217, UniParc:UPI000013AE15, UniRef:UniRef100_P76499, UniRef:UniRef50_P76499, UniRef:UniRef90_P76499
contig_2	cds	2539343	2540164	+	KDBBKD_14240	yfcO	Uncharacterized protein YfcO	GO:0005829, RefSeq:WP_000698745.1, SO:0001217, UniParc:UPI000013AE14, UniRef:UniRef100_P76498, UniRef:UniRef50_P76498, UniRef:UniRef90_P76498
contig_2	cds	2540235	2540786	-	KDBBKD_14245	smrB	endonuclease SmrB	COG:COG2840, COG:L, RefSeq:WP_000730806.1, SO:0001217, UniParc:UPI000013AE13, UniRef:UniRef100_A7ZPE7, UniRef:UniRef50_Q87MM7, UniRef:UniRef90_Q8X5C4
contig_2	cds	2540952	2541884	+	KDBBKD_14250	prmB	50S ribosomal protein L3 N(5)-glutamine methyltransferase	COG:COG2890, COG:J, EC:2.1.1.298, GO:0003676, GO:0009007, GO:0018364, GO:0036009, KEGG:K07320, RefSeq:WP_001300582.1, SO:0001217, UniParc:UPI000013ADF9, UniRef:UniRef100_P39199, UniRef:UniRef50_P39199, UniRef:UniRef90_P39199
contig_2	cds	2541919	2543004	+	KDBBKD_14255	aroC	chorismate synthase	EC:4.2.3.5, GO:0004107, GO:0008652, GO:0009073, GO:0009423, RefSeq:WP_001333535.1, SO:0001217, UniParc:UPI0000168124, UniRef:UniRef100_C4ZVM2, UniRef:UniRef50_A0KKS7, UniRef:UniRef90_P63610
contig_2	cds	2543008	2543832	+	KDBBKD_14260	mepA	penicillin-insensitive murein endopeptidase	COG:COG3770, COG:M, EC:3.4.24.-, GO:0000270, GO:0004222, GO:0004252, GO:0006508, GO:0030288, GO:0046872, KEGG:K07261, RefSeq:WP_001043825.1, SO:0001217, UniParc:UPI000012EF08, UniRef:UniRef100_C4ZVM1, UniRef:UniRef50_A6TC14, UniRef:UniRef90_B2TWB0
contig_2	cds	2543832	2544641	+	KDBBKD_14265	yfcA	putative membrane transporter protein YfcA	COG:COG0730, COG:P, GO:0005887, GO:0009408, RefSeq:WP_000447361.1, SO:0001217, UniParc:UPI000013ADF7, UniRef:UniRef100_P0AD32, UniRef:UniRef50_P0AD32, UniRef:UniRef90_P0AD32
contig_2	cds	2544641	2545189	+	KDBBKD_14270	epmC	elongation factor P hydroxylase	COG:COG3101, COG:J, EC:1.14.-.-, GO:0004497, GO:0016709, GO:0043687, GO:0046872, GO:1901260, RefSeq:WP_001089222.1, SO:0001217, UniParc:UPI000013AE10, UniRef:UniRef100_P76938, UniRef:UniRef50_P76938, UniRef:UniRef90_P76938
contig_2	cds	2545223	2545501	+	KDBBKD_14275	yfcL	Uncharacterized protein YfcL	GO:0005829, RefSeq:WP_000559764.1, SO:0001217, UniParc:UPI000013AE0F, UniRef:UniRef100_P64541, UniRef:UniRef50_P64541, UniRef:UniRef90_P64541
contig_2	cds	2545622	2547628	-	KDBBKD_14280	mnmC	bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	COG:COG4121, COG:J, EC:1.5.-.-, EC:2.1.1.61, GO:0002097, GO:0004808, GO:0005737, GO:0016645, GO:0050660, KEGG:K15461, RefSeq:WP_000683799.1, SO:0001217, UniParc:UPI000013AE0C, UniRef:UniRef100_B1X935, UniRef:UniRef50_Q8ZNB2, UniRef:UniRef90_Q8XCQ7
contig_2	cds	2547787	2549007	+	KDBBKD_14285	fabB	beta-ketoacyl-ACP synthase I	COG:COG0304, COG:IQ, EC:2.3.1.41, GO:0004315, GO:0005829, GO:0006633, GO:1903966, RefSeq:WP_000817178.1, SO:0001217, UniParc:UPI0000036D1C, UniRef:UniRef100_P0A954, UniRef:UniRef50_P0A954, UniRef:UniRef90_P0A954
contig_2	cds	2549272	2550450	+	KDBBKD_14290	yfcJ	Uncharacterized MFS-type transporter YfcJ	COG:COG2814, COG:G, GO:0005887, GO:0022857, RefSeq:WP_000127781.1, SO:0001217, UniParc:UPI000013AE08, UniRef:UniRef100_P77549, UniRef:UniRef50_P77549, UniRef:UniRef90_P77549
contig_2	cds	2550447	2551442	-	KDBBKD_14295	flk	flagella biosynthesis regulator Flk	GO:0005886, GO:0010468, GO:0016021, RefSeq:WP_000615834.1, SO:0001217, UniParc:UPI0000129430, UniRef:UniRef100_P15286, UniRef:UniRef50_P15286, UniRef:UniRef90_P15286
contig_2	cds	2551541	2552677	+	KDBBKD_14300	pdxB	4-phosphoerythronate dehydrogenase PdxB	COG:COG0111, COG:H, EC:1.1.1.290, GO:0005737, GO:0008615, GO:0033711, GO:0046983, GO:0051287, RefSeq:WP_000699148.1, SO:0001217, UniParc:UPI0000131505, UniRef:UniRef100_C4ZVL3, UniRef:UniRef50_Q7N2B2, UniRef:UniRef90_Q8XCR0
contig_2	cds	2552743	2553756	+	KDBBKD_14305	usg	aspartate-semialdehyde dehydrogenase	COG:COG0136, COG:E, EC:1.2.1.11, GO:0005829, GO:0008652, GO:0016620, GO:0046983, GO:0051287, KEGG:K00133, RefSeq:WP_001289167.1, SO:0001217, UniParc:UPI0000137E50, UniRef:UniRef100_P08390, UniRef:UniRef50_P08390, UniRef:UniRef90_P08390
contig_2	cds	2553756	2554568	+	KDBBKD_14310	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0031119, GO:0106029, RefSeq:WP_001283586.1, SO:0001217, UniParc:UPI000013766E, UniRef:UniRef100_C4ZVL1, UniRef:UniRef50_A8ADR1, UniRef:UniRef90_B7LLF2
contig_2	cds	2554651	2555310	+	KDBBKD_14315		Protein DedA	RefSeq:WP_000364335.1, SO:0001217, UniParc:UPI00001290F6, UniRef:UniRef100_P0ABP7, UniRef:UniRef90_P0ABP7
contig_2	cds	2555466	2556380	+	KDBBKD_14320	accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta	COG:COG0777, COG:I, EC:2.1.3.15, GO:0003989, GO:0005524, GO:0006633, GO:0008270, GO:0009317, GO:0016743, GO:2001295, RefSeq:WP_000118404.1, SO:0001217, UniParc:UPI00001251B5, UniRef:UniRef100_A7ZPD1, UniRef:UniRef50_A9MJ59, UniRef:UniRef90_A9MJ59
contig_2	cds	2556450	2557718	+	KDBBKD_14325	folC	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	COG:COG0285, COG:H, EC:6.3.2.12, EC:6.3.2.17, GO:0004326, GO:0005524, GO:0005737, GO:0006730, GO:0008841, GO:0009396, GO:0046654, GO:0046656, GO:0046872, GO:0097216, KEGG:K11754, RefSeq:WP_000584546.1, SO:0001217, UniParc:UPI000012AB4B, UniRef:UniRef100_P08192, UniRef:UniRef50_P08192, UniRef:UniRef90_P08192
contig_2	cds	2557708	2558370	+	KDBBKD_14330	dedD	cell division protein DedD	COG:COG3147, COG:D, GO:0005887, GO:0008047, GO:0030428, GO:0032153, GO:0032506, GO:0042834, RefSeq:WP_000146992.1, SO:0001217, UniParc:UPI00001290F7, UniRef:UniRef100_P09549, UniRef:UniRef50_P09549, UniRef:UniRef90_P09549
contig_2	cds	2558629	2559117	+	KDBBKD_14335	cvpA	colicin V production protein	COG:COG1286, COG:FM, GO:0005886, GO:0009403, GO:0016021, KEGG:K03558, RefSeq:WP_000262111.1, SO:0001217, UniParc:UPI000012872C, UniRef:UniRef100_P08550, UniRef:UniRef50_P08550, UniRef:UniRef90_P08550
contig_2	cds	2559154	2560671	+	KDBBKD_14340	purF	amidophosphoribosyltransferase	COG:COG0034, COG:F, EC:2.4.2.14, GO:0000287, GO:0004044, GO:0005737, GO:0005829, GO:0006164, GO:0006189, GO:0006541, GO:0009113, GO:0016757, GO:0042802, GO:0097216, RefSeq:WP_000334220.1, SO:0001217, UniParc:UPI00001639DE, UniRef:UniRef100_P0AG16, UniRef:UniRef50_P0AG16, UniRef:UniRef90_P0AG16
contig_2	cds	2560766	2561335	+	KDBBKD_14345	ubiX	flavin prenyltransferase UbiX	COG:COG0163, COG:H, EC:2.5.1.129, GO:0006744, GO:0016831, GO:0106141, KEGG:K03186, RefSeq:WP_000825700.1, SO:0001217, UniParc:UPI00001379C7, UniRef:UniRef100_P0AG04, UniRef:UniRef50_P69772, UniRef:UniRef90_P0AG04
contig_2	cds	2561601	2562383	+	KDBBKD_14350	argT	lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT	COG:COG0834, COG:ET, GO:0006995, GO:0009267, GO:0015822, GO:0016020, GO:0030288, GO:0055052, GO:0071294, GO:0089718, GO:1902022, RefSeq:WP_000748271.1, SO:0001217, UniParc:UPI0000125ED2, UniRef:UniRef100_P09551, UniRef:UniRef50_P09551, UniRef:UniRef90_P09551
contig_2	cds	2562604	2563386	+	KDBBKD_14355	hisJ	histidine ABC transporter substrate-binding protein HisJ	COG:COG0834, COG:ET, GO:0006865, GO:0030288, RefSeq:WP_000737621.1, SO:0001217, UniParc:UPI000012C8B5, UniRef:UniRef100_P0AEU2, UniRef:UniRef50_P02910, UniRef:UniRef90_P02910
contig_2	cds	2563476	2564162	+	KDBBKD_14360	hisQ	histidine ABC transporter permease HisQ	COG:COG4215, COG:E, GO:0003333, GO:0005886, GO:0022857, GO:0043190, KEGG:K10016, RefSeq:WP_000965522.1, SO:0001217, UniParc:UPI000012C8BB, UniRef:UniRef100_P52094, UniRef:UniRef50_P52094, UniRef:UniRef90_P52094
contig_2	cds	2564159	2564875	+	KDBBKD_14365	hisM	Histidine transport system permease protein HisM	COG:COG4160, COG:E, GO:0006865, GO:0022857, GO:0043190, KEGG:K10015, RefSeq:WP_000569958.1, SO:0001217, UniParc:UPI000012C8B8, UniRef:UniRef100_P0AEU5, UniRef:UniRef50_P0AEU5, UniRef:UniRef90_P0AEU5
contig_2	cds	2564883	2565656	+	KDBBKD_14370	hisP	histidine ABC transporter ATP-binding protein HisP	COG:COG4598, COG:E, EC:7.4.2.1, GO:0005291, GO:0005524, GO:0015424, GO:0016020, GO:0055052, GO:0089709, GO:0089718, GO:1903810, KEGG:K10017, RefSeq:WP_001293613.1, SO:0001217, UniParc:UPI000012C8B9, UniRef:UniRef100_P07109, UniRef:UniRef50_P07109, UniRef:UniRef90_P07109
contig_2	cds	2565853	2566743	+	KDBBKD_14375	rpnB	recombination-promoting nuclease RpnB	EC:3.1.21.-, GO:0006310, GO:1990238, RefSeq:WP_000156149.1, SO:0001217, UniParc:UPI0000047C8B, UniRef:UniRef100_P77768, UniRef:UniRef50_P31667, UniRef:UniRef90_P77768
